시군구코드,시군구명,기준분기,유동인구,유동_남,유동_여,유동_10,유동_20,유동_30,유동_40,유동_50,유동_60이상,상주인구,총가구수,아파트가구,비아파트가구,직장인구
11350,노원구,20221,100644464,46476510,54167957,18709730,13603754,12197163,15126460,15590357,25417012,523074,218211,0,218211,30225
11350,노원구,20222,99530578,45826053,53704527,18877022,13617240,11940911,14798267,15276259,25020888,523074,218211,0,218211,30225
11350,노원구,20223,96448693,44390544,52058151,17868854,13077625,11622810,14402046,15027469,24449887,523074,218211,0,218211,30225
11350,노원구,20224,96345409,44399578,51945837,17862660,13235054,11540975,14401528,14993655,24311538,555318,218211,0,218211,26897
11350,노원구,20231,96453859,44550732,51903125,17708961,13197616,11613845,14384561,15096075,24452798,555318,218211,0,218211,26897
11350,노원구,20232,94876843,43674796,51202042,17444013,13248980,11457196,14124627,14778819,23823207,555318,218211,0,218211,26897
11350,노원구,20233,95091505,43677469,51414031,17335241,13064370,11480209,14223957,14902943,24084790,555318,218211,0,218211,26897
11350,노원구,20234,96648246,44558748,52089498,17656784,13422549,11692408,14543081,15169158,24164266,498037,217800,0,217800,37810
11350,노원구,20241,96744301,44605886,52138418,17534258,13260372,11693191,14568930,15288335,24399222,498037,217800,0,217800,37810
11350,노원구,20242,94293307,43348270,50945038,17183498,13144895,11388343,14111758,14829639,23635172,498037,217800,0,217800,37810
11350,노원구,20243,92668426,42693626,49974801,16685862,12737365,11202359,13889955,14664791,23488090,498037,217800,0,217800,37810
11350,노원구,20244,92584228,42680787,49903444,16831139,12987342,11155361,13827520,14589944,23192916,498037,217800,0,217800,28109
11350,노원구,20251,93007607,43023076,49984534,16732149,12879149,11259670,13888098,14769533,23479015,498037,217800,0,217800,28109
11350,노원구,20252,91627466,42323773,49303693,16649076,12937218,11093440,13638230,14467868,22841639,498037,217800,0,217800,28109
11350,노원구,20253,90856875,41846239,49010641,16395265,12668175,11075664,13520760,14424044,22772972,498037,217800,0,217800,28109
11350,노원구,20254,90687808,41926732,48761075,16266923,12791371,11114303,13573059,14407931,22534221,498037,217800,0,217800,28109
11350,노원구,20261,91576368,42288020,49288349,16466238,12806199,11231453,13774029,14508804,22789645,498037,217800,0,217800,28109
11380,은평구,20211,104199523,47139284,57060234,16810161,13511631,15822726,16516568,15522344,26016084,479710,213749,0,213749,28230
11380,은평구,20212,101511868,45769347,55742524,16554673,13132958,15310920,16146078,15142057,25225188,479710,213749,0,213749,28230
11380,은평구,20213,101963339,46000232,55963102,16573511,13205361,15305804,16186300,15347456,25344902,479710,213749,0,213749,28230
11380,은평구,20214,101701883,45811114,55890767,16819156,12989487,15252607,16123911,15237677,25279046,479710,213749,0,213749,30418
11380,은평구,20221,103625414,46846107,56779300,16849350,13429931,15692746,16486645,15582721,25584011,479710,213749,0,213749,30418
11380,은평구,20222,101619409,45708031,55911375,16742081,13024452,15211398,16137674,15285358,25218440,479710,213749,0,213749,30418
11380,은평구,20223,99373462,44773486,54599980,16175172,12749315,14831358,15881436,15079114,24657071,479710,213749,0,213749,30418
11380,은평구,20224,99443890,44707980,54735911,16312243,12600574,14933083,15944044,15094217,24559727,457181,213749,0,213749,28626
11380,은평구,20231,100101063,45084392,55016664,16170548,12915658,15001873,16081285,15295776,24635914,457181,213749,0,213749,28626
11380,은평구,20232,98028050,43945586,54082460,15845867,12586867,14764523,15932739,14989869,23908184,457181,213749,0,213749,28626
11380,은평구,20233,98440424,44143584,54296844,15754354,12766052,14776934,15963637,15089686,24089774,457181,213749,0,213749,28626
11380,은평구,20234,99442931,44616230,54826703,15888748,12729857,14994048,16253732,15342149,24234396,466475,215511,0,215511,32416
11380,은평구,20241,99894420,44897796,54996621,15846282,12965401,14994948,16277585,15385428,24424774,466475,215511,0,215511,32416
11380,은평구,20242,97642667,43697511,53945156,15642406,12534327,14706955,15931476,14998182,23829323,466475,215511,0,215511,32416
11380,은평구,20243,97237400,43661057,53576342,15581742,12505084,14560779,15746556,14991830,23851409,466475,215511,0,215511,32416
11380,은평구,20244,96539242,43386187,53153058,15758193,12181448,14455485,15687200,14884948,23571974,466475,215511,0,215511,31146
11380,은평구,20251,97660656,44062302,53598348,15621599,12550869,14654526,15811239,15151006,23871416,466475,215511,0,215511,31146
11380,은평구,20252,95294176,42799572,52494603,15304223,12120008,14424035,15509320,14855286,23081303,466475,215511,0,215511,31146
11380,은평구,20253,94336230,42326553,52009677,15195510,12041775,14138380,15377064,14750371,22833124,466475,215511,0,215511,31146
11380,은평구,20254,93622293,42152008,51470273,15223321,11718339,14057913,15302760,14710016,22609943,466475,215511,0,215511,31146
11380,은평구,20261,94584762,42531705,52053057,15231169,11952084,14249595,15426371,14921732,22803805,466475,215511,0,215511,31146
11410,서대문구,20211,93719992,43332193,50387799,13297982,16252926,15556235,15217425,13539837,19855593,311889,144548,0,144548,35765
11410,서대문구,20212,94281515,43347022,50934493,13657570,16869112,15670197,15281295,13423333,19380009,311889,144548,0,144548,35765
11410,서대문구,20213,90399891,41500187,48899709,12863062,15906788,14882911,14669191,13151570,18926365,311889,144548,0,144548,35765
11410,서대문구,20214,93134304,42711242,50423059,13327320,16779139,15431839,15175221,13405240,19015557,311889,144548,0,144548,37458
11410,서대문구,20221,93514626,42946651,50567974,13446678,16666061,15426724,15251487,13539209,19184467,311889,144548,0,144548,37458
11410,서대문구,20222,95215685,43417510,51798178,14119307,17722238,15470899,15328200,13497936,19077106,311889,144548,0,144548,37458
11410,서대문구,20223,93373629,42606228,50767401,13484579,17340534,15282374,15143520,13379654,18742964,311889,144548,0,144548,37458
11410,서대문구,20224,94956259,43150594,51805673,13687721,18244486,15457195,15371175,13466570,18729122,298338,144548,0,144548,31520
11410,서대문구,20231,94579093,43163340,51415750,13568061,17500970,15574090,15589594,13559908,18786469,298338,144548,0,144548,31520
11410,서대문구,20232,94482662,42823295,51659370,13647013,18410794,15441807,15378762,13298109,18306187,298338,144548,0,144548,31520
11410,서대문구,20233,93385348,42584224,50801115,12900904,17472728,15524133,15545225,13417173,18525187,298338,144548,0,144548,31520
11410,서대문구,20234,96533352,43806282,52727067,13254794,18730213,15925297,15976505,13792723,18853821,305725,146397,0,146397,48901
11410,서대문구,20241,95331115,43590504,51740615,13051105,17634632,15928575,16064656,13857659,18794489,305725,146397,0,146397,48901
11410,서대문구,20242,94677158,42866531,51810625,13091894,18600547,15626942,15718435,13539439,18099899,305725,146397,0,146397,48901
11410,서대문구,20243,94664893,43222409,51442481,12595357,17881186,15913891,15969131,13927229,18378098,305725,146397,0,146397,48901
11410,서대문구,20244,95412426,43271223,52141209,12636066,18857945,15827915,15948912,13935979,18205617,305725,146397,0,146397,35863
11410,서대문구,20251,94373203,43013247,51359954,12741687,17475469,15723694,15953018,14100929,18378405,305725,146397,0,146397,35863
11410,서대문구,20252,94374780,42521110,51853671,12981206,18487058,15485328,15707933,13891923,17821331,305725,146397,0,146397,35863
11410,서대문구,20253,94513984,42760841,51753142,12662404,17739832,15847376,16093676,14243366,17927334,305725,146397,0,146397,35863
11410,서대문구,20254,99296329,44488034,54808299,13413014,19450959,16583896,16768512,14670818,18409122,305725,146397,0,146397,35863
11410,서대문구,20261,100020367,45115946,54904420,13480682,18628526,16938159,17287295,15018177,18667536,305725,146397,0,146397,35863
11440,마포구,20211,115538729,53233233,62305500,15988342,21873174,22453047,19730269,14908109,20585785,371747,178311,0,178311,110538
11440,마포구,20212,116426436,53446089,62980351,15953490,22782934,22774205,19872868,14874721,20168216,371747,178311,0,178311,110538
11440,마포구,20213,113070487,52008496,61061989,15452612,21647963,22064722,19494606,14661707,19748869,371747,178311,0,178311,110538
11440,마포구,20214,114118320,52361067,61757254,15594322,22588845,22295966,19529283,14608333,19501564,371747,178311,0,178311,112380
11440,마포구,20221,113723531,52200749,61522780,15786736,22146137,22195834,19474632,14583277,19536918,371747,178311,0,178311,112380
11440,마포구,20222,116619706,53431300,63188402,16297034,23717120,22708246,19705659,14703142,19488502,371747,178311,0,178311,112380
11440,마포구,20223,114899119,52580527,62318591,15884872,23464362,22358158,19383005,14595869,19212856,371747,178311,0,178311,112380
11440,마포구,20224,116023746,53094468,62929280,15696882,23861279,22637639,19714937,14752423,19360591,361271,178311,0,178311,105185
11440,마포구,20231,117260386,53598213,63662175,16139863,23721112,22904988,19944486,15022124,19527810,361271,178311,0,178311,105185
11440,마포구,20232,115686673,52732635,62954045,15801188,23896822,22653080,19703264,14727414,18904910,361271,178311,0,178311,105185
11440,마포구,20233,114208917,51943289,62265630,15602397,23219969,22337743,19445561,14666276,18936967,361271,178311,0,178311,105185
11440,마포구,20234,115857144,52722260,63134883,15890422,23759566,22548404,19670167,14922733,19065859,362701,180459,0,180459,109870
11440,마포구,20241,116341575,52868401,63473174,16194975,23261605,22518214,19824849,15196816,19345115,362701,180459,0,180459,109870
11440,마포구,20242,115154070,52054030,63100039,16025774,23486550,22344598,19606789,14922382,18767985,362701,180459,0,180459,109870
11440,마포구,20243,112474605,50850243,61624360,15766378,22519310,21748544,19160899,14755546,18523933,362701,180459,0,180459,109870
11440,마포구,20244,113763835,51418179,62345659,15937116,23167771,21900944,19405273,14888998,18463737,362701,180459,0,180459,120344
11440,마포구,20251,112964817,51162857,61801965,15984103,22493704,21661472,19375119,14939207,18511222,362701,180459,0,180459,120344
11440,마포구,20252,112137072,50618772,61518304,15988369,22737496,21456522,19309419,14741896,17903369,362701,180459,0,180459,120344
11440,마포구,20253,111447065,50366103,61080960,15886725,22343230,21315153,19291743,14759485,17850721,362701,180459,0,180459,120344
11440,마포구,20254,111236901,50312158,60924741,15883567,22332702,21107510,19154279,14842751,17916089,362701,180459,0,180459,120344
11440,마포구,20261,111700180,50507329,61192850,16137460,21863053,21277647,19334012,15151845,17936171,362701,180459,0,180459,120344
11470,양천구,20211,82706107,38729403,43976706,17317098,9785451,11362814,13719931,12422496,18098322,454239,180531,0,180531,74582
11470,양천구,20212,81181714,37909964,43271747,17269409,9504329,11160863,13484904,12081839,17680377,454239,180531,0,180531,74582
11470,양천구,20213,80663520,37713741,42949782,16990692,9562292,11113031,13414084,12049422,17534001,454239,180531,0,180531,74582
11470,양천구,20214,80009866,37481446,42528419,16903516,9288945,11055387,13437254,11916649,17408121,454239,180531,0,180531,78185
11470,양천구,20221,81001998,38077982,42924008,16928577,9495153,11296326,13609883,12117590,17554462,454239,180531,0,180531,78185
11470,양천구,20222,79748004,37319370,42428631,16902098,9153816,11042754,13389276,11947974,17312081,454239,180531,0,180531,78185
11470,양천구,20223,77194851,36155565,41039286,16258660,8913552,10671857,12945969,11610490,16794329,454239,180531,0,180531,78185
11470,양천구,20224,76551498,35824447,40727054,16168201,8589017,10612153,12907897,11574800,16699425,460203,180531,0,180531,73359
11470,양천구,20231,77922215,36530589,41391623,16517283,8882341,10695057,13093616,11754634,16979283,460203,180531,0,180531,73359
11470,양천구,20232,76633614,35905079,40728537,16290337,8537394,10574043,12988260,11540724,16702863,460203,180531,0,180531,73359
11470,양천구,20233,77265756,36218540,41047223,16385337,8712756,10554067,12967484,11627641,17018477,460203,180531,0,180531,73359
11470,양천구,20234,77616778,36431949,41184829,16579490,8436366,10586436,13111466,11757801,17145217,435645,180421,0,180421,73927
11470,양천구,20241,79543115,37301603,42241515,16881073,8893354,10737314,13388067,11983003,17660312,435645,180421,0,180421,73927
11470,양천구,20242,77140378,36072620,41067760,16563937,8424974,10441200,13039619,11580155,17090494,435645,180421,0,180421,73927
11470,양천구,20243,77403994,36321070,41082927,16669386,8626373,10340375,12883886,11654595,17229378,435645,180421,0,180421,73927
11470,양천구,20244,76779969,35995214,40784753,16637869,8283152,10297340,12881435,11627852,17052332,435645,180421,0,180421,85678
11470,양천구,20251,77467281,36425529,41041754,16673505,8594361,10319839,12950721,11713941,17214916,435645,180421,0,180421,85678
11470,양천구,20252,75024009,35102659,39921352,16172052,8178328,10058148,12679632,11357765,16578092,435645,180421,0,180421,85678
11470,양천구,20253,75339871,35162373,40177501,16330840,8333607,9966186,12699674,11345742,16663814,435645,180421,0,180421,85678
11470,양천구,20254,74564896,34837806,39727094,16008856,8058356,9912629,12689812,11320827,16574422,435645,180421,0,180421,85678
11470,양천구,20261,75372550,35264187,40108366,16215293,8241198,9983436,12894068,11366963,16671596,435645,180421,0,180421,85678
11500,강서구,20211,121269364,56924949,64344419,19365239,16772881,21813731,19285952,16605082,27426485,580372,266948,0,266948,69726
11500,강서구,20212,117812109,55244086,62568028,19107831,16330471,21131678,18888933,15950883,26402320,580372,266948,0,266948,69726
11500,강서구,20213,115864263,54414321,61449949,18654502,16120662,20847260,18653417,15677974,25910450,580372,266948,0,266948,69726
11500,강서구,20214,114843764,54041315,60802451,18496469,15928525,20763866,18641322,15463673,25549922,580372,266948,0,266948,72896
11500,강서구,20221,116254724,54758529,61496199,18411055,16270749,21271234,18910097,15573486,25818114,580372,266948,0,266948,72896
11500,강서구,20222,114409174,53777004,60632173,18388463,15802846,20876287,18695807,15318541,25327231,580372,266948,0,266948,72896
11500,강서구,20223,113206813,53188267,60018542,18120903,15691229,20630276,18604103,15214851,24945460,580372,266948,0,266948,72896
11500,강서구,20224,114441013,53694234,60746787,18351985,15677159,21034326,18892278,15307381,25177896,585027,266948,0,266948,58755
11500,강서구,20231,115242540,54016565,61225976,18285005,15880604,21146541,19037090,15472175,25421123,585027,266948,0,266948,58755
11500,강서구,20232,112643300,52689060,59954242,18024706,15445701,20730063,18688216,15168828,24585794,585027,266948,0,266948,58755
11500,강서구,20233,113105135,52939250,60165884,18125245,15564277,20527950,18796885,15233942,24856834,585027,266948,0,266948,58755
11500,강서구,20234,114009199,53474886,60534316,18427989,15366954,20644213,19061485,15498564,25009994,560995,273059,0,273059,63537
11500,강서구,20241,116166590,54496338,61670250,18614722,15824821,21001635,19378004,15801315,25546082,560995,273059,0,273059,63537
11500,강서구,20242,112518937,52752995,59765934,18060387,15211101,20425311,18854831,15344176,24623134,560995,273059,0,273059,63537
11500,강서구,20243,113248930,53139334,60109592,18078609,15395016,20378492,18960966,15530539,24905310,560995,273059,0,273059,63537
11500,강서구,20244,113675046,53301645,60373397,18372206,15185309,20560422,19229863,15551095,24776153,560995,273059,0,273059,73335
11500,강서구,20251,115288280,54068132,61220145,18575582,15580188,20821594,19473629,15736048,25101237,560995,273059,0,273059,73335
11500,강서구,20252,112983319,52862385,60120938,18343090,15256377,20497741,19154393,15430428,24301293,560995,273059,0,273059,73335
11500,강서구,20253,112570794,52470730,60100064,18435596,15320656,20233848,19076010,15443113,24061580,560995,273059,0,273059,73335
11500,강서구,20254,112084719,52325456,59759263,18397569,14852403,20127872,19176215,15521441,24009234,560995,273059,0,273059,73335
11500,강서구,20261,114205877,53362592,60843281,18703793,15176084,20558529,19654644,15830114,24282714,560995,273059,0,273059,73335
11530,구로구,20211,81043895,39277449,41766448,11565291,10489580,13405986,13653281,12581203,19348560,404412,180455,0,180455,117837
11530,구로구,20212,79459427,38443112,41016317,11408970,10303170,13135549,13356594,12385751,18869397,404412,180455,0,180455,117837
11530,구로구,20213,78520254,37988471,40531782,11175241,10006532,12960593,13250490,12385762,18741630,404412,180455,0,180455,117837
11530,구로구,20214,78698309,38069993,40628323,11203673,10002500,13141997,13268260,12416002,18665881,404412,180455,0,180455,126215
11530,구로구,20221,79909697,38792255,41117442,11290214,10122376,13405670,13473624,12726451,18891367,404412,180455,0,180455,126215
11530,구로구,20222,79076688,38200782,40875904,11256848,9993877,13194746,13340482,12569029,18721701,404412,180455,0,180455,126215
11530,구로구,20223,78260047,37799736,40460311,11041189,9810949,13065804,13297557,12560282,18484272,404412,180455,0,180455,126215
11530,구로구,20224,78583458,37982374,40601081,11030325,9823650,13252386,13453364,12606170,18417558,403550,180455,0,180455,121219
11530,구로구,20231,79623807,38469521,41154289,11212907,9976797,13416522,13557790,12763706,18696080,403550,180455,0,180455,121219
11530,구로구,20232,79078200,38237750,40840449,11176011,9866528,13399413,13461190,12708103,18466958,403550,180455,0,180455,121219
11530,구로구,20233,79531084,38568694,40962395,11127970,9880947,13427160,13513364,12789602,18792043,403550,180455,0,180455,121219
11530,구로구,20234,79774853,38645920,41128939,11314501,9701215,13331541,13591748,12873804,18962035,391809,183638,0,183638,128573
11530,구로구,20241,80975812,39220093,41755719,11519376,9830660,13468437,13771705,13029262,19356369,391809,183638,0,183638,128573
11530,구로구,20242,78481575,37913839,40567735,11209442,9565819,13117209,13266050,12662250,18660807,391809,183638,0,183638,128573
11530,구로구,20243,78504355,37911978,40592378,11333912,9478021,12972302,13201874,12760686,18757570,391809,183638,0,183638,128573
11530,구로구,20244,79273966,38134955,41139007,11545088,9570478,13105872,13397649,12852587,18802290,391809,183638,0,183638,122194
11530,구로구,20251,80112159,38509157,41603006,11615865,9752959,13233751,13527079,12976937,19005574,391809,183638,0,183638,122194
11530,구로구,20252,78640644,37636673,41003969,11370240,9698906,13066562,13346729,12711984,18446222,391809,183638,0,183638,122194
11530,구로구,20253,78811799,37632409,41179392,11422120,9808774,13130132,13368016,12730940,18351824,391809,183638,0,183638,122194
11530,구로구,20254,78779193,37719619,41059573,11433887,9625742,13060671,13431384,12822842,18404671,391809,183638,0,183638,122194
11530,구로구,20261,79329373,38022523,41306855,11475333,9719176,13184019,13487051,12957654,18506151,391809,183638,0,183638,122194
11545,금천구,20211,39182850,19286875,19895976,4555095,5787776,6842113,6156803,6495697,9345377,231723,114638,0,114638,119871
11545,금천구,20212,38547905,18987641,19560261,4381199,5744724,6828201,6136874,6378598,9078309,231723,114638,0,114638,119871
11545,금천구,20213,38609087,18996090,19612998,4260470,5758345,6829998,6147054,6453034,9160179,231723,114638,0,114638,119871
11545,금천구,20214,38748742,19021257,19727482,4299416,5784495,6882080,6191206,6460022,9131522,231723,114638,0,114638,119767
11545,금천구,20221,39028284,19273262,19755019,4359605,5886320,6937129,6171246,6538757,9135223,231723,114638,0,114638,119767
11545,금천구,20222,38465500,18970289,19495206,4292707,5785964,6857784,6118960,6427549,8982534,231723,114638,0,114638,119767
11545,금천구,20223,37867075,18721837,19145236,4220734,5649641,6825736,6001541,6343421,8826006,231723,114638,0,114638,119767
11545,금천구,20224,37700569,18615908,19084658,4268145,5507788,6845881,6001673,6294599,8782483,220070,114638,0,114638,119674
11545,금천구,20231,38374164,18974347,19399812,4401953,5589514,6938978,6135489,6367759,8940472,220070,114638,0,114638,119674
11545,금천구,20232,37217375,18419767,18797612,4113701,5416841,6820376,5991295,6220047,8655129,220070,114638,0,114638,119674
11545,금천구,20233,36612904,18100760,18512146,4058522,5292337,6628621,5875459,6159318,8598653,220070,114638,0,114638,119674
11545,금천구,20234,36226372,17902375,18323999,4024482,5110845,6558862,5870014,6114378,8547784,226388,119576,0,119576,119075
11545,금천구,20241,36794971,18235054,18559919,4140837,5232932,6602157,5942960,6158793,8717296,226388,119576,0,119576,119075
11545,금천구,20242,35396759,17432238,17964524,3999558,5069801,6419410,5721622,5894270,8292104,226388,119576,0,119576,119075
11545,금천구,20243,35725685,17637779,18087906,4044389,5142935,6433278,5759059,5938646,8407374,226388,119576,0,119576,119075
11545,금천구,20244,35468459,17509498,17958961,4032261,5090977,6422485,5736260,5861263,8325211,226388,119576,0,119576,131583
11545,금천구,20251,35629749,17693269,17936480,4146446,5119090,6410357,5686129,5861270,8406460,226388,119576,0,119576,131583
11545,금천구,20252,35205598,17435607,17769993,4090342,5033681,6424422,5678411,5739206,8239541,226388,119576,0,119576,131583
11545,금천구,20253,35114160,17387692,17726469,4106268,5021993,6397142,5640410,5730401,8217948,226388,119576,0,119576,131583
11545,금천구,20254,34646870,17161289,17485579,4043862,4831811,6298920,5616799,5660810,8194662,226388,119576,0,119576,131583
11545,금천구,20261,34978175,17298993,17679180,4082865,4901996,6374866,5688612,5682201,8247642,226388,119576,0,119576,131583
11560,영등포구,20211,108938037,53421319,55516723,13307625,16240148,20965160,18136050,16756614,23532451,379192,184488,0,184488,326367
11560,영등포구,20212,108599317,53106244,55493075,13302698,16315113,21014210,18146725,16744466,23076109,379192,184488,0,184488,326367
11560,영등포구,20213,106613711,52068658,54545051,13059917,15840346,20642375,17754882,16626586,22689607,379192,184488,0,184488,326367
11560,영등포구,20214,107849121,52677581,55171537,13162411,16057437,21073718,18049917,16793403,22712231,379192,184488,0,184488,329829
11560,영등포구,20221,109291933,53554253,55737676,13340232,16252631,21376330,18318285,17079338,22925122,379192,184488,0,184488,329829
11560,영등포구,20222,110057210,53784920,56272288,13491278,16384782,21453130,18519343,17074207,23134458,379192,184488,0,184488,329829
11560,영등포구,20223,109080246,53245990,55834262,13282668,16222838,21208047,18467235,16957873,22941598,379192,184488,0,184488,329829
11560,영등포구,20224,109321057,53252576,56068482,13359575,16104003,21351139,18627466,17006995,22871874,348870,184488,0,184488,324538
11560,영등포구,20231,110054513,53586363,56468156,13385768,16274650,21454772,18727182,17129870,23082270,348870,184488,0,184488,324538
11560,영등포구,20232,108158324,52649877,55508450,13104441,16072600,21169749,18489671,16746121,22575739,348870,184488,0,184488,324538
11560,영등포구,20233,108538802,52739607,55799195,13070320,16168471,21207006,18560292,16820530,22712186,348870,184488,0,184488,324538
11560,영등포구,20234,110261976,53586672,56675298,13265264,16240312,21498555,18941483,17122618,23193738,373300,189447,0,189447,342326
11560,영등포구,20241,110850418,53873907,56976513,13158203,16517495,21632267,18993639,17183337,23365478,373300,189447,0,189447,342326
11560,영등포구,20242,107613996,52157187,55456802,12745035,16142758,21211969,18556470,16523022,22434747,373300,189447,0,189447,342326
11560,영등포구,20243,107199141,51979811,55219325,12605257,16058111,21032769,18462342,16552017,22488652,373300,189447,0,189447,342326
11560,영등포구,20244,108064440,52226951,55837490,12834763,16169644,21306674,18592636,16572634,22588091,373300,189447,0,189447,400232
11560,영등포구,20251,108101614,52292160,55809452,12753332,16191817,21282661,18588648,16604296,22680860,373300,189447,0,189447,400232
11560,영등포구,20252,106790440,51554150,55236291,12608903,16063750,21226742,18452482,16298307,22140256,373300,189447,0,189447,400232
11560,영등포구,20253,106701741,51316711,55385037,12710822,16142531,21228140,18507227,16197754,21915266,373300,189447,0,189447,400232
11560,영등포구,20254,105483332,50839019,54644313,12895923,15484822,20772490,18331806,16141449,21856840,373300,189447,0,189447,400232
11560,영등포구,20261,107551420,51728360,55823058,13238892,15854646,21214294,18677104,16400766,22165720,373300,189447,0,189447,400232
11590,동작구,20211,87992563,41227426,46765136,12599936,15288907,14770127,13197711,11954806,20181068,391769,184294,0,184294,49741
11590,동작구,20212,86567729,40566500,46001226,12668607,15256783,14478917,12965836,11646834,19550750,391769,184294,0,184294,49741
11590,동작구,20213,85639362,40151361,45488002,12329239,14980620,14415180,12861960,11673063,19379307,391769,184294,0,184294,49741
11590,동작구,20214,85574568,40189694,45384871,12518884,15215565,14339941,12884516,11571347,19044309,391769,184294,0,184294,49986
11590,동작구,20221,86369337,40691390,45677948,12618988,15346588,14549523,13024790,11721701,19107759,391769,184294,0,184294,49986
11590,동작구,20222,86511158,40758475,45752685,13080166,15696664,14381120,12887023,11554474,18911715,391769,184294,0,184294,49986
11590,동작구,20223,84213195,39696435,44516765,12505297,15169838,14018056,12690395,11393852,18435756,391769,184294,0,184294,49986
11590,동작구,20224,86056191,40471391,45584803,12902423,15936476,14235542,12929990,11503713,18548050,381689,184294,0,184294,41380
11590,동작구,20231,86213516,40538032,45675481,12862305,15625282,14287734,12992291,11639488,18806410,381689,184294,0,184294,41380
11590,동작구,20232,83988361,39448559,44539799,12850290,15780071,13808782,12539011,11186293,17823919,381689,184294,0,184294,41380
11590,동작구,20233,81663331,38361290,43302036,12258213,14915581,13475671,12321002,11043132,17649732,381689,184294,0,184294,41380
11590,동작구,20234,81971606,38572320,43399292,12290254,15419224,13411302,12365943,11050950,17433946,377821,186078,0,186078,38169
11590,동작구,20241,82698134,38871398,43826739,12390009,15034149,13590588,12560152,11263266,17859970,377821,186078,0,186078,38169
11590,동작구,20242,81988903,38410346,43578557,12363233,15557186,13447906,12311539,11005550,17303494,377821,186078,0,186078,38169
11590,동작구,20243,80721288,37787450,42933835,11930378,14800839,13330158,12228708,11073280,17357932,377821,186078,0,186078,38169
11590,동작구,20244,81823206,38385844,43437361,12067278,15493558,13504806,12313878,11124358,17319328,377821,186078,0,186078,45111
11590,동작구,20251,81315848,38206700,43109152,11846990,14986916,13521878,12300108,11230131,17429829,377821,186078,0,186078,45111
11590,동작구,20252,80736012,37819324,42916690,11980419,15476612,13363336,12032228,11090800,16792618,377821,186078,0,186078,45111
11590,동작구,20253,79661310,37159107,42502206,11616290,14987502,13286991,11965917,11080732,16723888,377821,186078,0,186078,45111
11590,동작구,20254,79515540,37268798,42246747,11537342,15086502,13217055,11972038,11077004,16625616,377821,186078,0,186078,45111
11590,동작구,20261,79482451,37324384,42158069,11514194,14717320,13289248,12115602,11190983,16655104,377821,186078,0,186078,45111
11620,관악구,20211,134446694,65971999,68474698,14593725,30431346,25219472,19200349,16825108,28176694,494436,274530,0,274530,39922
11620,관악구,20212,132700751,65101102,67599642,14673901,30498803,24916432,18863982,16559810,27187829,494436,274530,0,274530,39922
11620,관악구,20213,131115281,64494026,66621255,14248583,29919063,24736654,18727166,16477680,27006132,494436,274530,0,274530,39922
11620,관악구,20214,131082455,64492664,66589788,14209250,30131053,24740090,18755779,16452187,26794092,494436,274530,0,274530,41669
11620,관악구,20221,133555803,65868404,67687393,14235611,31031668,25323051,19073624,16774864,27116980,494436,274530,0,274530,41669
11620,관악구,20222,132961364,65417621,67543741,14483695,31112959,25059667,18923504,16646537,26735003,494436,274530,0,274530,41669
11620,관악구,20223,129599475,63891705,65707776,13972146,30229832,24521200,18505607,16336379,26034311,494436,274530,0,274530,41669
11620,관악구,20224,129482971,63781425,65701545,13928385,30505188,24620321,18460420,16235668,25732992,489514,274530,0,274530,42296
11620,관악구,20231,130473709,64351128,66122581,14163224,30921289,24794007,18506194,16380236,25708768,489514,274530,0,274530,42296
11620,관악구,20232,129493663,63853144,65640526,14217116,31029162,24808000,18317835,16147241,24974320,489514,274530,0,274530,42296
11620,관악구,20233,128048888,63180085,64868803,14056252,30289990,24518325,18182478,16043159,24958681,489514,274530,0,274530,42296
11620,관악구,20234,128331304,63333869,64997431,13973562,30037224,24622512,18354585,16262034,25081394,479790,283003,0,283003,41055
11620,관악구,20241,129617250,63997255,65619992,13852900,30263409,24938771,18507785,16586423,25467968,479790,283003,0,283003,41055
11620,관악구,20242,126560306,62358096,64202210,13527345,30007695,24723911,18012815,15965087,24323457,479790,283003,0,283003,41055
11620,관악구,20243,125790782,61965102,63825677,13422911,29281978,24540210,17994640,16091860,24459181,479790,283003,0,283003,41055
11620,관악구,20244,126296710,62087873,64208838,13328421,29694612,24824610,18065687,16084420,24298963,479790,283003,0,283003,41999
11620,관악구,20251,126701990,62391493,64310496,13164469,29931707,24884685,18152724,16122898,24445503,479790,283003,0,283003,41999
11620,관악구,20252,125465870,61717205,63748665,13042008,29985537,24912480,17956762,15851766,23717313,479790,283003,0,283003,41999
11620,관악구,20253,124666367,61255146,63411226,12756722,29686532,24847426,17870480,15822024,23683181,479790,283003,0,283003,41999
11620,관악구,20254,124176068,61144068,63032000,12703120,29253675,24749844,17855618,15924050,23689760,479790,283003,0,283003,41999
11620,관악구,20261,126852941,62443232,64409712,12944571,30134249,25204259,18271564,16292677,24005625,479790,283003,0,283003,41999
11650,서초구,20211,98889992,47543421,51346568,15686481,13925565,18036698,18786776,13812758,18641710,424688,173212,0,173212,435344
11650,서초구,20212,99514663,47867470,51647190,16004602,14239666,18212276,18937251,13882370,18238494,424688,173212,0,173212,435344
11650,서초구,20213,97350301,46803811,50546494,16098435,13684829,17472641,18593962,13620404,17880018,424688,173212,0,173212,435344
11650,서초구,20214,99560676,48003023,51557654,16394614,14042926,18054571,19143669,13892908,18031997,424688,173212,0,173212,440298
