소분류코드,소분류명,시도코드,시도명,시군구코드,시군구명,사업체수
I10102,여관/모텔,11,서울특별시,11740,강동구,67
I10103,펜션,11,서울특별시,11110,종로구,674
I10103,펜션,11,서울특별시,11140,중구,473
I10103,펜션,11,서울특별시,11170,용산구,616
I10103,펜션,11,서울특별시,11200,성동구,234
I10103,펜션,11,서울특별시,11215,광진구,333
I10103,펜션,11,서울특별시,11230,동대문구,178
I10103,펜션,11,서울특별시,11260,중랑구,29
I10103,펜션,11,서울특별시,11290,성북구,178
I10103,펜션,11,서울특별시,11305,강북구,42
I10103,펜션,11,서울특별시,11320,도봉구,22
I10103,펜션,11,서울특별시,11350,노원구,18
I10103,펜션,11,서울특별시,11380,은평구,101
I10103,펜션,11,서울특별시,11410,서대문구,285
I10103,펜션,11,서울특별시,11440,마포구,1615
I10103,펜션,11,서울특별시,11470,양천구,74
I10103,펜션,11,서울특별시,11500,강서구,126
I10103,펜션,11,서울특별시,11530,구로구,59
I10103,펜션,11,서울특별시,11545,금천구,10
I10103,펜션,11,서울특별시,11560,영등포구,127
I10103,펜션,11,서울특별시,11590,동작구,93
I10103,펜션,11,서울특별시,11620,관악구,406
I10103,펜션,11,서울특별시,11650,서초구,175
I10103,펜션,11,서울특별시,11680,강남구,379
I10103,펜션,11,서울특별시,11710,송파구,262
I10103,펜션,11,서울특별시,11740,강동구,196
I10104,캠핑/글램핑,11,서울특별시,11110,종로구,1
I10104,캠핑/글램핑,11,서울특별시,11140,중구,3
I10104,캠핑/글램핑,11,서울특별시,11200,성동구,2
I10104,캠핑/글램핑,11,서울특별시,11215,광진구,1
I10104,캠핑/글램핑,11,서울특별시,11260,중랑구,1
I10104,캠핑/글램핑,11,서울특별시,11380,은평구,4
I10104,캠핑/글램핑,11,서울특별시,11440,마포구,1
I10104,캠핑/글램핑,11,서울특별시,11545,금천구,1
I10104,캠핑/글램핑,11,서울특별시,11560,영등포구,1
I10104,캠핑/글램핑,11,서울특별시,11680,강남구,2
I10104,캠핑/글램핑,11,서울특별시,11710,송파구,1
I10201,기숙사/고시원,11,서울특별시,11110,종로구,126
I10201,기숙사/고시원,11,서울특별시,11140,중구,114
I10201,기숙사/고시원,11,서울특별시,11170,용산구,28
I10201,기숙사/고시원,11,서울특별시,11200,성동구,72
I10201,기숙사/고시원,11,서울특별시,11215,광진구,134
I10201,기숙사/고시원,11,서울특별시,11230,동대문구,161
I10201,기숙사/고시원,11,서울특별시,11260,중랑구,64
I10201,기숙사/고시원,11,서울특별시,11290,성북구,107
I10201,기숙사/고시원,11,서울특별시,11305,강북구,55
I10201,기숙사/고시원,11,서울특별시,11320,도봉구,25
I10201,기숙사/고시원,11,서울특별시,11350,노원구,79
I10201,기숙사/고시원,11,서울특별시,11380,은평구,53
I10201,기숙사/고시원,11,서울특별시,11410,서대문구,138
I10201,기숙사/고시원,11,서울특별시,11440,마포구,106
I10201,기숙사/고시원,11,서울특별시,11470,양천구,62
I10201,기숙사/고시원,11,서울특별시,11500,강서구,84
I10201,기숙사/고시원,11,서울특별시,11530,구로구,88
I10201,기숙사/고시원,11,서울특별시,11545,금천구,49
I10201,기숙사/고시원,11,서울특별시,11560,영등포구,139
I10201,기숙사/고시원,11,서울특별시,11590,동작구,342
I10201,기숙사/고시원,11,서울특별시,11620,관악구,332
I10201,기숙사/고시원,11,서울특별시,11650,서초구,153
I10201,기숙사/고시원,11,서울특별시,11680,강남구,246
I10201,기숙사/고시원,11,서울특별시,11710,송파구,181
I10201,기숙사/고시원,11,서울특별시,11740,강동구,123
I10299,그 외 기타 숙박업,11,서울특별시,11110,종로구,7
I10299,그 외 기타 숙박업,11,서울특별시,11140,중구,11
I10299,그 외 기타 숙박업,11,서울특별시,11170,용산구,9
I10299,그 외 기타 숙박업,11,서울특별시,11200,성동구,5
I10299,그 외 기타 숙박업,11,서울특별시,11215,광진구,3
I10299,그 외 기타 숙박업,11,서울특별시,11230,동대문구,12
I10299,그 외 기타 숙박업,11,서울특별시,11260,중랑구,5
I10299,그 외 기타 숙박업,11,서울특별시,11290,성북구,11
I10299,그 외 기타 숙박업,11,서울특별시,11305,강북구,2
I10299,그 외 기타 숙박업,11,서울특별시,11320,도봉구,2
I10299,그 외 기타 숙박업,11,서울특별시,11350,노원구,1
I10299,그 외 기타 숙박업,11,서울특별시,11380,은평구,3
I10299,그 외 기타 숙박업,11,서울특별시,11410,서대문구,7
I10299,그 외 기타 숙박업,11,서울특별시,11440,마포구,7
I10299,그 외 기타 숙박업,11,서울특별시,11500,강서구,2
I10299,그 외 기타 숙박업,11,서울특별시,11560,영등포구,11
I10299,그 외 기타 숙박업,11,서울특별시,11590,동작구,7
I10299,그 외 기타 숙박업,11,서울특별시,11620,관악구,6
I10299,그 외 기타 숙박업,11,서울특별시,11650,서초구,9
I10299,그 외 기타 숙박업,11,서울특별시,11680,강남구,7
I10299,그 외 기타 숙박업,11,서울특별시,11710,송파구,1
I10299,그 외 기타 숙박업,11,서울특별시,11740,강동구,4
I20101,백반/한정식,11,서울특별시,11110,종로구,1450
I20101,백반/한정식,11,서울특별시,11140,중구,1435
I20101,백반/한정식,11,서울특별시,11170,용산구,909
I20101,백반/한정식,11,서울특별시,11200,성동구,892
I20101,백반/한정식,11,서울특별시,11215,광진구,864
I20101,백반/한정식,11,서울특별시,11230,동대문구,1024
I20101,백반/한정식,11,서울특별시,11260,중랑구,797
I20101,백반/한정식,11,서울특별시,11290,성북구,782
I20101,백반/한정식,11,서울특별시,11305,강북구,765
I20101,백반/한정식,11,서울특별시,11320,도봉구,494
I20101,백반/한정식,11,서울특별시,11350,노원구,704
I20101,백반/한정식,11,서울특별시,11380,은평구,801
I20101,백반/한정식,11,서울특별시,11410,서대문구,791
I20101,백반/한정식,11,서울특별시,11440,마포구,1564
I20101,백반/한정식,11,서울특별시,11470,양천구,615
I20101,백반/한정식,11,서울특별시,11500,강서구,1280
I20101,백반/한정식,11,서울특별시,11530,구로구,835
I20101,백반/한정식,11,서울특별시,11545,금천구,718
I20101,백반/한정식,11,서울특별시,11560,영등포구,1596
I20101,백반/한정식,11,서울특별시,11590,동작구,657
I20101,백반/한정식,11,서울특별시,11620,관악구,1050
I20101,백반/한정식,11,서울특별시,11650,서초구,1407
I20101,백반/한정식,11,서울특별시,11680,강남구,2699
I20101,백반/한정식,11,서울특별시,11710,송파구,1465
I20101,백반/한정식,11,서울특별시,11740,강동구,852
I20102,국/탕/찌개류,11,서울특별시,11110,종로구,209
I20102,국/탕/찌개류,11,서울특별시,11140,중구,212
I20102,국/탕/찌개류,11,서울특별시,11170,용산구,103
I20102,국/탕/찌개류,11,서울특별시,11200,성동구,133
I20102,국/탕/찌개류,11,서울특별시,11215,광진구,170
I20102,국/탕/찌개류,11,서울특별시,11230,동대문구,190
I20102,국/탕/찌개류,11,서울특별시,11260,중랑구,190
I20102,국/탕/찌개류,11,서울특별시,11290,성북구,145
I20102,국/탕/찌개류,11,서울특별시,11305,강북구,168
I20102,국/탕/찌개류,11,서울특별시,11320,도봉구,138
I20102,국/탕/찌개류,11,서울특별시,11350,노원구,154
I20102,국/탕/찌개류,11,서울특별시,11380,은평구,155
I20102,국/탕/찌개류,11,서울특별시,11410,서대문구,117
I20102,국/탕/찌개류,11,서울특별시,11440,마포구,211
I20102,국/탕/찌개류,11,서울특별시,11470,양천구,147
I20102,국/탕/찌개류,11,서울특별시,11500,강서구,282
I20102,국/탕/찌개류,11,서울특별시,11530,구로구,203
I20102,국/탕/찌개류,11,서울특별시,11545,금천구,193
I20102,국/탕/찌개류,11,서울특별시,11560,영등포구,324
I20102,국/탕/찌개류,11,서울특별시,11590,동작구,123
I20102,국/탕/찌개류,11,서울특별시,11620,관악구,221
I20102,국/탕/찌개류,11,서울특별시,11650,서초구,206
I20102,국/탕/찌개류,11,서울특별시,11680,강남구,320
I20102,국/탕/찌개류,11,서울특별시,11710,송파구,284
I20102,국/탕/찌개류,11,서울특별시,11740,강동구,190
I20103,족발/보쌈,11,서울특별시,11110,종로구,35
I20103,족발/보쌈,11,서울특별시,11140,중구,38
I20103,족발/보쌈,11,서울특별시,11170,용산구,27
I20103,족발/보쌈,11,서울특별시,11200,성동구,43
I20103,족발/보쌈,11,서울특별시,11215,광진구,49
I20103,족발/보쌈,11,서울특별시,11230,동대문구,49
I20103,족발/보쌈,11,서울특별시,11260,중랑구,45
I20103,족발/보쌈,11,서울특별시,11290,성북구,46
I20103,족발/보쌈,11,서울특별시,11305,강북구,56
I20103,족발/보쌈,11,서울특별시,11320,도봉구,36
I20103,족발/보쌈,11,서울특별시,11350,노원구,47
I20103,족발/보쌈,11,서울특별시,11380,은평구,47
I20103,족발/보쌈,11,서울특별시,11410,서대문구,41
I20103,족발/보쌈,11,서울특별시,11440,마포구,53
I20103,족발/보쌈,11,서울특별시,11470,양천구,47
I20103,족발/보쌈,11,서울특별시,11500,강서구,61
I20103,족발/보쌈,11,서울특별시,11530,구로구,38
I20103,족발/보쌈,11,서울특별시,11545,금천구,34
I20103,족발/보쌈,11,서울특별시,11560,영등포구,62
I20103,족발/보쌈,11,서울특별시,11590,동작구,49
I20103,족발/보쌈,11,서울특별시,11620,관악구,57
I20103,족발/보쌈,11,서울특별시,11650,서초구,53
I20103,족발/보쌈,11,서울특별시,11680,강남구,63
I20103,족발/보쌈,11,서울특별시,11710,송파구,72
I20103,족발/보쌈,11,서울특별시,11740,강동구,48
I20104,전/부침개,11,서울특별시,11110,종로구,13
I20104,전/부침개,11,서울특별시,11140,중구,8
I20104,전/부침개,11,서울특별시,11170,용산구,6
I20104,전/부침개,11,서울특별시,11200,성동구,7
I20104,전/부침개,11,서울특별시,11215,광진구,10
I20104,전/부침개,11,서울특별시,11230,동대문구,13
I20104,전/부침개,11,서울특별시,11260,중랑구,9
I20104,전/부침개,11,서울특별시,11290,성북구,2
I20104,전/부침개,11,서울특별시,11305,강북구,7
I20104,전/부침개,11,서울특별시,11320,도봉구,3
I20104,전/부침개,11,서울특별시,11350,노원구,2
I20104,전/부침개,11,서울특별시,11380,은평구,10
I20104,전/부침개,11,서울특별시,11410,서대문구,6
I20104,전/부침개,11,서울특별시,11440,마포구,9
I20104,전/부침개,11,서울특별시,11470,양천구,9
I20104,전/부침개,11,서울특별시,11500,강서구,7
I20104,전/부침개,11,서울특별시,11530,구로구,6
I20104,전/부침개,11,서울특별시,11545,금천구,3
I20104,전/부침개,11,서울특별시,11560,영등포구,10
I20104,전/부침개,11,서울특별시,11590,동작구,4
I20104,전/부침개,11,서울특별시,11620,관악구,7
I20104,전/부침개,11,서울특별시,11650,서초구,8
I20104,전/부침개,11,서울특별시,11680,강남구,13
I20104,전/부침개,11,서울특별시,11710,송파구,9
I20104,전/부침개,11,서울특별시,11740,강동구,7
I20105,국수/칼국수,11,서울특별시,11110,종로구,158
I20105,국수/칼국수,11,서울특별시,11140,중구,148
I20105,국수/칼국수,11,서울특별시,11170,용산구,63
I20105,국수/칼국수,11,서울특별시,11200,성동구,77
I20105,국수/칼국수,11,서울특별시,11215,광진구,94
I20105,국수/칼국수,11,서울특별시,11230,동대문구,106
I20105,국수/칼국수,11,서울특별시,11260,중랑구,105
I20105,국수/칼국수,11,서울특별시,11290,성북구,100
I20105,국수/칼국수,11,서울특별시,11305,강북구,88
I20105,국수/칼국수,11,서울특별시,11320,도봉구,67
I20105,국수/칼국수,11,서울특별시,11350,노원구,97
I20105,국수/칼국수,11,서울특별시,11380,은평구,116
I20105,국수/칼국수,11,서울특별시,11410,서대문구,79
I20105,국수/칼국수,11,서울특별시,11440,마포구,134
I20105,국수/칼국수,11,서울특별시,11470,양천구,100
I20105,국수/칼국수,11,서울특별시,11500,강서구,154
I20105,국수/칼국수,11,서울특별시,11530,구로구,124
I20105,국수/칼국수,11,서울특별시,11545,금천구,80
I20105,국수/칼국수,11,서울특별시,11560,영등포구,184
I20105,국수/칼국수,11,서울특별시,11590,동작구,79
I20105,국수/칼국수,11,서울특별시,11620,관악구,108
I20105,국수/칼국수,11,서울특별시,11650,서초구,126
I20105,국수/칼국수,11,서울특별시,11680,강남구,228
I20105,국수/칼국수,11,서울특별시,11710,송파구,184
I20105,국수/칼국수,11,서울특별시,11740,강동구,135
I20106,냉면/밀면,11,서울특별시,11110,종로구,28
I20106,냉면/밀면,11,서울특별시,11140,중구,29
I20106,냉면/밀면,11,서울특별시,11170,용산구,13
I20106,냉면/밀면,11,서울특별시,11200,성동구,22
I20106,냉면/밀면,11,서울특별시,11215,광진구,33
I20106,냉면/밀면,11,서울특별시,11230,동대문구,33
I20106,냉면/밀면,11,서울특별시,11260,중랑구,26
I20106,냉면/밀면,11,서울특별시,11290,성북구,26
I20106,냉면/밀면,11,서울특별시,11305,강북구,23
I20106,냉면/밀면,11,서울특별시,11320,도봉구,13
I20106,냉면/밀면,11,서울특별시,11350,노원구,14
I20106,냉면/밀면,11,서울특별시,11380,은평구,20
I20106,냉면/밀면,11,서울특별시,11410,서대문구,22
I20106,냉면/밀면,11,서울특별시,11440,마포구,20
I20106,냉면/밀면,11,서울특별시,11470,양천구,13
I20106,냉면/밀면,11,서울특별시,11500,강서구,35
I20106,냉면/밀면,11,서울특별시,11530,구로구,27
I20106,냉면/밀면,11,서울특별시,11545,금천구,20
I20106,냉면/밀면,11,서울특별시,11560,영등포구,31
I20106,냉면/밀면,11,서울특별시,11590,동작구,19
I20106,냉면/밀면,11,서울특별시,11620,관악구,32
I20106,냉면/밀면,11,서울특별시,11650,서초구,21
I20106,냉면/밀면,11,서울특별시,11680,강남구,43
I20106,냉면/밀면,11,서울특별시,11710,송파구,45
I20106,냉면/밀면,11,서울특별시,11740,강동구,29
I20107,돼지고기 구이/찜,11,서울특별시,11110,종로구,298
I20107,돼지고기 구이/찜,11,서울특별시,11140,중구,290
I20107,돼지고기 구이/찜,11,서울특별시,11170,용산구,236
I20107,돼지고기 구이/찜,11,서울특별시,11200,성동구,277
I20107,돼지고기 구이/찜,11,서울특별시,11215,광진구,309
I20107,돼지고기 구이/찜,11,서울특별시,11230,동대문구,267
I20107,돼지고기 구이/찜,11,서울특별시,11260,중랑구,326
I20107,돼지고기 구이/찜,11,서울특별시,11290,성북구,264
I20107,돼지고기 구이/찜,11,서울특별시,11305,강북구,257
I20107,돼지고기 구이/찜,11,서울특별시,11320,도봉구,183
I20107,돼지고기 구이/찜,11,서울특별시,11350,노원구,276
I20107,돼지고기 구이/찜,11,서울특별시,11380,은평구,302
I20107,돼지고기 구이/찜,11,서울특별시,11410,서대문구,232
I20107,돼지고기 구이/찜,11,서울특별시,11440,마포구,457
I20107,돼지고기 구이/찜,11,서울특별시,11470,양천구,212
I20107,돼지고기 구이/찜,11,서울특별시,11500,강서구,438
I20107,돼지고기 구이/찜,11,서울특별시,11530,구로구,303
I20107,돼지고기 구이/찜,11,서울특별시,11545,금천구,242
I20107,돼지고기 구이/찜,11,서울특별시,11560,영등포구,432
I20107,돼지고기 구이/찜,11,서울특별시,11590,동작구,217
I20107,돼지고기 구이/찜,11,서울특별시,11620,관악구,341
I20107,돼지고기 구이/찜,11,서울특별시,11650,서초구,318
I20107,돼지고기 구이/찜,11,서울특별시,11680,강남구,604
I20107,돼지고기 구이/찜,11,서울특별시,11710,송파구,460
I20107,돼지고기 구이/찜,11,서울특별시,11740,강동구,293
I20108,소고기 구이/찜,11,서울특별시,11110,종로구,41
I20108,소고기 구이/찜,11,서울특별시,11140,중구,31
I20108,소고기 구이/찜,11,서울특별시,11170,용산구,23
I20108,소고기 구이/찜,11,서울특별시,11200,성동구,27
I20108,소고기 구이/찜,11,서울특별시,11215,광진구,37
I20108,소고기 구이/찜,11,서울특별시,11230,동대문구,30
I20108,소고기 구이/찜,11,서울특별시,11260,중랑구,37
I20108,소고기 구이/찜,11,서울특별시,11290,성북구,30
I20108,소고기 구이/찜,11,서울특별시,11305,강북구,19
I20108,소고기 구이/찜,11,서울특별시,11320,도봉구,18
I20108,소고기 구이/찜,11,서울특별시,11350,노원구,38
I20108,소고기 구이/찜,11,서울특별시,11380,은평구,33
I20108,소고기 구이/찜,11,서울특별시,11410,서대문구,16
I20108,소고기 구이/찜,11,서울특별시,11440,마포구,38
I20108,소고기 구이/찜,11,서울특별시,11470,양천구,27
I20108,소고기 구이/찜,11,서울특별시,11500,강서구,56
I20108,소고기 구이/찜,11,서울특별시,11530,구로구,39
I20108,소고기 구이/찜,11,서울특별시,11545,금천구,20
I20108,소고기 구이/찜,11,서울특별시,11560,영등포구,60
I20108,소고기 구이/찜,11,서울특별시,11590,동작구,21
I20108,소고기 구이/찜,11,서울특별시,11620,관악구,34
I20108,소고기 구이/찜,11,서울특별시,11650,서초구,52
I20108,소고기 구이/찜,11,서울특별시,11680,강남구,85
I20108,소고기 구이/찜,11,서울특별시,11710,송파구,62
I20108,소고기 구이/찜,11,서울특별시,11740,강동구,37
I20109,곱창 전골/구이,11,서울특별시,11110,종로구,43
I20109,곱창 전골/구이,11,서울특별시,11140,중구,60
I20109,곱창 전골/구이,11,서울특별시,11170,용산구,24
I20109,곱창 전골/구이,11,서울특별시,11200,성동구,53
I20109,곱창 전골/구이,11,서울특별시,11215,광진구,67
I20109,곱창 전골/구이,11,서울특별시,11230,동대문구,61
I20109,곱창 전골/구이,11,서울특별시,11260,중랑구,77
I20109,곱창 전골/구이,11,서울특별시,11290,성북구,60
I20109,곱창 전골/구이,11,서울특별시,11305,강북구,54
I20109,곱창 전골/구이,11,서울특별시,11320,도봉구,36
I20109,곱창 전골/구이,11,서울특별시,11350,노원구,67
I20109,곱창 전골/구이,11,서울특별시,11380,은평구,54
I20109,곱창 전골/구이,11,서울특별시,11410,서대문구,50
I20109,곱창 전골/구이,11,서울특별시,11440,마포구,60
I20109,곱창 전골/구이,11,서울특별시,11470,양천구,31
I20109,곱창 전골/구이,11,서울특별시,11500,강서구,53
I20109,곱창 전골/구이,11,서울특별시,11530,구로구,53
I20109,곱창 전골/구이,11,서울특별시,11545,금천구,33
I20109,곱창 전골/구이,11,서울특별시,11560,영등포구,53
I20109,곱창 전골/구이,11,서울특별시,11590,동작구,44
I20109,곱창 전골/구이,11,서울특별시,11620,관악구,62
I20109,곱창 전골/구이,11,서울특별시,11650,서초구,48
I20109,곱창 전골/구이,11,서울특별시,11680,강남구,61
I20109,곱창 전골/구이,11,서울특별시,11710,송파구,71
I20109,곱창 전골/구이,11,서울특별시,11740,강동구,60
I20110,닭/오리고기 구이/찜,11,서울특별시,11110,종로구,35
I20110,닭/오리고기 구이/찜,11,서울특별시,11140,중구,54
I20110,닭/오리고기 구이/찜,11,서울특별시,11170,용산구,22
I20110,닭/오리고기 구이/찜,11,서울특별시,11200,성동구,31
I20110,닭/오리고기 구이/찜,11,서울특별시,11215,광진구,55
I20110,닭/오리고기 구이/찜,11,서울특별시,11230,동대문구,61
I20110,닭/오리고기 구이/찜,11,서울특별시,11260,중랑구,50
I20110,닭/오리고기 구이/찜,11,서울특별시,11290,성북구,53
I20110,닭/오리고기 구이/찜,11,서울특별시,11305,강북구,47
I20110,닭/오리고기 구이/찜,11,서울특별시,11320,도봉구,36
I20110,닭/오리고기 구이/찜,11,서울특별시,11350,노원구,65
I20110,닭/오리고기 구이/찜,11,서울특별시,11380,은평구,42
I20110,닭/오리고기 구이/찜,11,서울특별시,11410,서대문구,42
I20110,닭/오리고기 구이/찜,11,서울특별시,11440,마포구,64
I20110,닭/오리고기 구이/찜,11,서울특별시,11470,양천구,33
I20110,닭/오리고기 구이/찜,11,서울특별시,11500,강서구,72
I20110,닭/오리고기 구이/찜,11,서울특별시,11530,구로구,54
I20110,닭/오리고기 구이/찜,11,서울특별시,11545,금천구,28
I20110,닭/오리고기 구이/찜,11,서울특별시,11560,영등포구,60
I20110,닭/오리고기 구이/찜,11,서울특별시,11590,동작구,46
I20110,닭/오리고기 구이/찜,11,서울특별시,11620,관악구,64
I20110,닭/오리고기 구이/찜,11,서울특별시,11650,서초구,31
I20110,닭/오리고기 구이/찜,11,서울특별시,11680,강남구,65
I20110,닭/오리고기 구이/찜,11,서울특별시,11710,송파구,76
I20110,닭/오리고기 구이/찜,11,서울특별시,11740,강동구,63
I20111,횟집,11,서울특별시,11110,종로구,90
I20111,횟집,11,서울특별시,11140,중구,83
I20111,횟집,11,서울특별시,11170,용산구,63
I20111,횟집,11,서울특별시,11200,성동구,65
I20111,횟집,11,서울특별시,11215,광진구,69
I20111,횟집,11,서울특별시,11230,동대문구,69
I20111,횟집,11,서울특별시,11260,중랑구,80
I20111,횟집,11,서울특별시,11290,성북구,51
I20111,횟집,11,서울특별시,11305,강북구,52
I20111,횟집,11,서울특별시,11320,도봉구,47
I20111,횟집,11,서울특별시,11350,노원구,66
I20111,횟집,11,서울특별시,11380,은평구,76
I20111,횟집,11,서울특별시,11410,서대문구,48
I20111,횟집,11,서울특별시,11440,마포구,100
I20111,횟집,11,서울특별시,11470,양천구,56
I20111,횟집,11,서울특별시,11500,강서구,99
I20111,횟집,11,서울특별시,11530,구로구,70
I20111,횟집,11,서울특별시,11545,금천구,43
I20111,횟집,11,서울특별시,11560,영등포구,106
I20111,횟집,11,서울특별시,11590,동작구,87
I20111,횟집,11,서울특별시,11620,관악구,86
I20111,횟집,11,서울특별시,11650,서초구,93
I20111,횟집,11,서울특별시,11680,강남구,162
I20111,횟집,11,서울특별시,11710,송파구,134
I20111,횟집,11,서울특별시,11740,강동구,90
I20112,해산물 구이/찜,11,서울특별시,11110,종로구,68
I20112,해산물 구이/찜,11,서울특별시,11140,중구,59
I20112,해산물 구이/찜,11,서울특별시,11170,용산구,30
I20112,해산물 구이/찜,11,서울특별시,11200,성동구,50
I20112,해산물 구이/찜,11,서울특별시,11215,광진구,61
I20112,해산물 구이/찜,11,서울특별시,11230,동대문구,87
I20112,해산물 구이/찜,11,서울특별시,11260,중랑구,81
I20112,해산물 구이/찜,11,서울특별시,11290,성북구,70
I20112,해산물 구이/찜,11,서울특별시,11305,강북구,58
I20112,해산물 구이/찜,11,서울특별시,11320,도봉구,53
I20112,해산물 구이/찜,11,서울특별시,11350,노원구,61
I20112,해산물 구이/찜,11,서울특별시,11380,은평구,80
I20112,해산물 구이/찜,11,서울특별시,11410,서대문구,52
I20112,해산물 구이/찜,11,서울특별시,11440,마포구,87
I20112,해산물 구이/찜,11,서울특별시,11470,양천구,53
I20112,해산물 구이/찜,11,서울특별시,11500,강서구,105
I20112,해산물 구이/찜,11,서울특별시,11530,구로구,63
I20112,해산물 구이/찜,11,서울특별시,11545,금천구,42
I20112,해산물 구이/찜,11,서울특별시,11560,영등포구,89
I20112,해산물 구이/찜,11,서울특별시,11590,동작구,56
I20112,해산물 구이/찜,11,서울특별시,11620,관악구,88
I20112,해산물 구이/찜,11,서울특별시,11650,서초구,79
I20112,해산물 구이/찜,11,서울특별시,11680,강남구,102
I20112,해산물 구이/찜,11,서울특별시,11710,송파구,108
I20112,해산물 구이/찜,11,서울특별시,11740,강동구,81
I20113,복 요리 전문,11,서울특별시,11110,종로구,10
I20113,복 요리 전문,11,서울특별시,11140,중구,11
I20113,복 요리 전문,11,서울특별시,11170,용산구,1
I20113,복 요리 전문,11,서울특별시,11200,성동구,1
I20113,복 요리 전문,11,서울특별시,11215,광진구,1
I20113,복 요리 전문,11,서울특별시,11230,동대문구,2
I20113,복 요리 전문,11,서울특별시,11260,중랑구,2
I20113,복 요리 전문,11,서울특별시,11290,성북구,2
I20113,복 요리 전문,11,서울특별시,11305,강북구,2
I20113,복 요리 전문,11,서울특별시,11350,노원구,3
I20113,복 요리 전문,11,서울특별시,11410,서대문구,1
I20113,복 요리 전문,11,서울특별시,11500,강서구,5
I20113,복 요리 전문,11,서울특별시,11530,구로구,5
I20113,복 요리 전문,11,서울특별시,11545,금천구,2
I20113,복 요리 전문,11,서울특별시,11560,영등포구,5
I20113,복 요리 전문,11,서울특별시,11590,동작구,1
I20113,복 요리 전문,11,서울특별시,11620,관악구,1
I20113,복 요리 전문,11,서울특별시,11650,서초구,5
I20113,복 요리 전문,11,서울특별시,11680,강남구,12
I20113,복 요리 전문,11,서울특별시,11710,송파구,4
I20113,복 요리 전문,11,서울특별시,11740,강동구,2
I20199,기타 한식 음식점,11,서울특별시,11110,종로구,9
I20199,기타 한식 음식점,11,서울특별시,11140,중구,8
I20199,기타 한식 음식점,11,서울특별시,11170,용산구,5
I20199,기타 한식 음식점,11,서울특별시,11200,성동구,7
I20199,기타 한식 음식점,11,서울특별시,11215,광진구,8
I20199,기타 한식 음식점,11,서울특별시,11230,동대문구,19
I20199,기타 한식 음식점,11,서울특별시,11260,중랑구,14
I20199,기타 한식 음식점,11,서울특별시,11290,성북구,8
I20199,기타 한식 음식점,11,서울특별시,11305,강북구,5
I20199,기타 한식 음식점,11,서울특별시,11320,도봉구,6
I20199,기타 한식 음식점,11,서울특별시,11350,노원구,14
I20199,기타 한식 음식점,11,서울특별시,11380,은평구,10
I20199,기타 한식 음식점,11,서울특별시,11410,서대문구,13
I20199,기타 한식 음식점,11,서울특별시,11440,마포구,10
I20199,기타 한식 음식점,11,서울특별시,11470,양천구,11
I20199,기타 한식 음식점,11,서울특별시,11500,강서구,21
I20199,기타 한식 음식점,11,서울특별시,11530,구로구,10
I20199,기타 한식 음식점,11,서울특별시,11545,금천구,11
I20199,기타 한식 음식점,11,서울특별시,11560,영등포구,13
I20199,기타 한식 음식점,11,서울특별시,11590,동작구,7
I20199,기타 한식 음식점,11,서울특별시,11620,관악구,14
I20199,기타 한식 음식점,11,서울특별시,11650,서초구,6
I20199,기타 한식 음식점,11,서울특별시,11680,강남구,17
I20199,기타 한식 음식점,11,서울특별시,11710,송파구,20
I20199,기타 한식 음식점,11,서울특별시,11740,강동구,12
I20201,중국집,11,서울특별시,11110,종로구,178
I20201,중국집,11,서울특별시,11140,중구,198
I20201,중국집,11,서울특별시,11170,용산구,123
I20201,중국집,11,서울특별시,11200,성동구,116
I20201,중국집,11,서울특별시,11215,광진구,221
I20201,중국집,11,서울특별시,11230,동대문구,177
I20201,중국집,11,서울특별시,11260,중랑구,94
I20201,중국집,11,서울특별시,11290,성북구,133
I20201,중국집,11,서울특별시,11305,강북구,102
I20201,중국집,11,서울특별시,11320,도봉구,80
I20201,중국집,11,서울특별시,11350,노원구,131
I20201,중국집,11,서울특별시,11380,은평구,125
I20201,중국집,11,서울특별시,11410,서대문구,139
I20201,중국집,11,서울특별시,11440,마포구,283
I20201,중국집,11,서울특별시,11470,양천구,115
I20201,중국집,11,서울특별시,11500,강서구,237
I20201,중국집,11,서울특별시,11530,구로구,300
I20201,중국집,11,서울특별시,11545,금천구,173
I20201,중국집,11,서울특별시,11560,영등포구,482
I20201,중국집,11,서울특별시,11590,동작구,124
I20201,중국집,11,서울특별시,11620,관악구,191
I20201,중국집,11,서울특별시,11650,서초구,227
I20201,중국집,11,서울특별시,11680,강남구,387
I20201,중국집,11,서울특별시,11710,송파구,241
I20201,중국집,11,서울특별시,11740,강동구,139
I20202,마라탕/훠궈,11,서울특별시,11110,종로구,17
I20202,마라탕/훠궈,11,서울특별시,11140,중구,28
I20202,마라탕/훠궈,11,서울특별시,11170,용산구,19
I20202,마라탕/훠궈,11,서울특별시,11200,성동구,23
I20202,마라탕/훠궈,11,서울특별시,11215,광진구,33
I20202,마라탕/훠궈,11,서울특별시,11230,동대문구,35
I20202,마라탕/훠궈,11,서울특별시,11260,중랑구,16
I20202,마라탕/훠궈,11,서울특별시,11290,성북구,29
I20202,마라탕/훠궈,11,서울특별시,11305,강북구,19
I20202,마라탕/훠궈,11,서울특별시,11320,도봉구,10
I20202,마라탕/훠궈,11,서울특별시,11350,노원구,24
I20202,마라탕/훠궈,11,서울특별시,11380,은평구,21
I20202,마라탕/훠궈,11,서울특별시,11410,서대문구,38
